stop_id,stop_code,stop_name,stop_lat,stop_lon,stop_url,location_type,parent_station,wheelchair_boarding
65-03,10222,Station Côte-Vertu - Édicule Nord,45.514222,-73.683087,http://www.stm.info/metro/M65.htm,2,65S,1
66,10282,Station Cartier,45.559997,-73.68231,http://www.stm.info/metro/M66.htm,0,66S,1
66S,10282,Station Cartier,45.559997,-73.68231,http://www.stm.info/metro/M66.htm,1,,1
66-01,10282,Station Cartier - Édicule Terminus Cartier,45.560398,-73.681899,http://www.stm.info/metro/M66.htm,2,66S,1
66-02,10282,Station Cartier - Édicule boul. Cartier,45.561402,-73.681416,http://www.stm.info/metro/M66.htm,2,66S,2
67,10286,Station De la Concorde,45.560698,-73.709389,http://www.stm.info/metro/M67.htm,0,67S,1
67S,10286,Station De la Concorde,45.560698,-73.709389,http://www.stm.info/metro/M67.htm,1,,1
67-01,10286,Station De la Concorde,45.560504,-73.709596,http://www.stm.info/metro/M67.htm,2,67S,1
68,10288,Station Montmorency,45.558436,-73.722459,http://www.stm.info/metro/M68.htm,0,68S,1
68S,10288,Station Montmorency,45.558436,-73.722459,http://www.stm.info/metro/M68.htm,1,,1
68-01,10288,Station Montmorency,45.558387,-73.721622,http://www.stm.info/metro/M68.htm,2,68S,1
7,10268,Station Rosemont,45.531733,-73.59778,http://www.stm.info/metro/M07.htm,0,7S,1
7S,10268,Station Rosemont,45.531733,-73.59778,http://www.stm.info/metro/M07.htm,1,,1
07-01,10268,Station Rosemont,45.531293,-73.597967,http://www.stm.info/metro/M07.htm,2,7S,1
8,10266,Station Laurier,45.527399,-73.586907,http://www.stm.info/metro/M08.htm,0,8S,2
8S,10266,Station Laurier,45.527399,-73.586907,http://www.stm.info/metro/M08.htm,1,,2
08-01,10266,Station Laurier - Édicule St-Joseph/Gilford,45.527042,-73.586242,http://www.stm.info/metro/M08.htm,2,8S,2
08-02,10266,Station Laurier - Édicule rue Laurier,45.5278,-73.588928,http://www.stm.info/metro/M08.htm,2,8S,2
9,10264,Station Mont-Royal,45.524931,-73.581959,http://www.stm.info/metro/M09.htm,0,9S,2
9S,10264,Station Mont-Royal,45.524931,-73.581959,http://www.stm.info/metro/M09.htm,1,,2
09-01,10264,Station Mont-Royal,45.524556,-73.581766,http://www.stm.info/metro/M09.htm,2,9S,2
100006,61396,Sainte-Anne / Sainte-Marie,45.402724,-73.94748,http://m.stm.info/fr/horaires/arrets/61396/bus,0,,2
100007,61503,Robert / Cluny,45.580404,-73.607776,http://m.stm.info/fr/horaires/arrets/61503/bus,0,,1
100009,61506,CLSC de Bordeaux-Cartierville,45.541407,-73.689698,http://m.stm.info/fr/horaires/arrets/61506/bus,0,,2
100010,61507,CLSC de Bordeaux-Cartierville,45.541118,-73.689052,http://m.stm.info/fr/horaires/arrets/61507/bus,0,,2
100011,61508,Henri-Bourassa / du Bois-de-Boulogne,45.53778,-73.678503,http://m.stm.info/fr/horaires/arrets/61508/bus,0,,2
100012,61509,Centre communautaire d'Anjou,45.606391,-73.563503,http://m.stm.info/fr/horaires/arrets/61509/bus,0,,2
100013,61510,Yves-Prévost / Joseph-Renaud,45.604323,-73.54625,http://m.stm.info/fr/horaires/arrets/61510/bus,0,,2
100014,61511,Sainte-Catherine / d'Orléans,45.546618,-73.536461,http://m.stm.info/fr/horaires/arrets/61511/bus,0,,2
100015,61512,Sainte-Catherine / d'Orléans,45.546896,-73.536486,http://m.stm.info/fr/horaires/arrets/61512/bus,0,,2
100016,61513,Moreau / Adam,45.538432,-73.544233,http://m.stm.info/fr/horaires/arrets/61513/bus,0,,2
100037,61525,Gare Rivière-des-Prairies,45.661603,-73.538276,http://m.stm.info/fr/horaires/arrets/61525/bus,0,,1
100042,61529,Henri-Bourassa / 6e Avenue,45.617172,-73.593255,http://m.stm.info/fr/horaires/arrets/61529/bus,0,,1
100043,61530,Henri-Bourassa / 6e Avenue,45.617098,-73.593826,http://m.stm.info/fr/horaires/arrets/61530/bus,0,,1
100050,61537,Arthur-Fecteau / Roméo-Vachon,45.453298,-73.744955,http://m.stm.info/fr/horaires/arrets/61537/bus,0,,1
100051,61538,Aéroport Pierre-Elliott-Trudeau / Transport Canada,45.454047,-73.751132,http://m.stm.info/fr/horaires/arrets/61538/bus,0,,1
100052,61539,Roméo-Vachon / No 700,45.453912,-73.751111,http://m.stm.info/fr/horaires/arrets/61539/bus,0,,1
100053,61540,Arthur-Fecteau / Roméo-Vachon,45.453463,-73.744807,http://m.stm.info/fr/horaires/arrets/61540/bus,0,,1
100054,61541,Mc Millan / No 555,45.453117,-73.740984,http://m.stm.info/fr/horaires/arrets/61541/bus,0,,1
100055,61542,Henri-Bourassa / Pie IX,45.595455,-73.642639,http://m.stm.info/fr/horaires/arrets/61542/bus,0,,1
100056,61543,Pie-IX / No 11209,45.594527,-73.640957,http://m.stm.info/fr/horaires/arrets/61543/bus,0,,1
100057,61544,Carrefour Henri-Bourassa / Pie-IX,45.596552,-73.643007,http://m.stm.info/fr/horaires/arrets/61544/bus,0,,1
100058,61545,Carrefour Henri-Bourassa / Pie-IX,45.596821,-73.642408,http://m.stm.info/fr/horaires/arrets/61545/bus,0,,1
100059,61546,Gare Saint-Léonard-Montréal-Nord,45.600631,-73.613584,http://m.stm.info/fr/horaires/arrets/61546/bus,0,,1
100060,61547,Gare Saint-Léonard-Montréal-Nord,45.600558,-73.613056,http://m.stm.info/fr/horaires/arrets/61547/bus,0,,1
100063,61550,des Futailles / Notre-Dame,45.581189,-73.512617,http://m.stm.info/fr/horaires/arrets/61550/bus,0,,1
100064,61551,Lafleur / Centrale,45.423308,-73.650678,http://m.stm.info/fr/horaires/arrets/61551/bus,0,,1
100065,61552,Henri-Bourassa / No 5700,45.517537,-73.716229,http://m.stm.info/fr/horaires/arrets/61552/bus,0,,1
100066,61553,Villeray / 20e Avenue,45.567261,-73.598328,http://m.stm.info/fr/horaires/arrets/61553/bus,0,,1
100067,61554,Marc-Cantin / Fernand-Seguin,45.480675,-73.543242,http://m.stm.info/fr/horaires/arrets/61554/bus,0,,2
100068,61555,Marc-Cantin / Studios Mel’s,45.478286,-73.544397,http://m.stm.info/fr/horaires/arrets/61555/bus,0,,2
100069,61556,Stade de soccer de Montréal (Papineau / Lecocq),45.561754,-73.638017,http://m.stm.info/fr/horaires/arrets/61556/bus,0,,1
100071,61558,Centre univ. de santé McGill (Décarie/CUSM),45.47174,-73.603233,http://m.stm.info/fr/horaires/arrets/61558/bus,0,,1
100072,61559,Centre universitaire de santé McGill (CUSM),45.473158,-73.601954,http://m.stm.info/fr/horaires/arrets/61559/bus,0,,1
100073,61561,Station Lionel-Groulx (Saint-Jacques / Atwater),45.48334,-73.579463,http://m.stm.info/fr/horaires/arrets/61561/bus,0,,1
100074,61562,Gaétan-Laberge / Gilberte-Dubé,45.470171,-73.562332,http://m.stm.info/fr/horaires/arrets/61562/bus,0,,1
100075,61563,Gaétan-Laberge / Rhéaume,45.467863,-73.562953,http://m.stm.info/fr/horaires/arrets/61563/bus,0,,1
100076,61564,Station de l'Église,45.462797,-73.566297,http://m.stm.info/fr/horaires/arrets/61564/bus,0,,1
100078,61566,Gaétan-Laberge / de l'Église,45.463057,-73.562467,http://m.stm.info/fr/horaires/arrets/61566/bus,0,,1
100079,61567,Hôpital de Verdun (G.-Laberge / Hickson),45.46506,-73.562715,http://m.stm.info/fr/horaires/arrets/61567/bus,0,,1
100080,61568,Stade Ronald-Piché (Gaétan-Laberge / No 3750),45.466602,-73.562308,http://m.stm.info/fr/horaires/arrets/61568/bus,0,,1
100081,61569,Gaétan-Laberge / Rhéaume,45.467701,-73.562688,http://m.stm.info/fr/horaires/arrets/61569/bus,0,,1
100082,61570,Gaétan-Laberge / Gilberte-Dubé,45.470078,-73.562124,http://m.stm.info/fr/horaires/arrets/61570/bus,0,,1
100083,61571,Stade Ronald-Piché (Gaétan-Laberge / No 3750),45.465917,-73.562548,http://m.stm.info/fr/horaires/arrets/61571/bus,0,,1
100084,61572,Hôpital de Verdun (G.-Laberge / Hickson),45.464875,-73.562979,http://m.stm.info/fr/horaires/arrets/61572/bus,0,,1
100085,61573,Saint-Louis / Gohier,45.50727,-73.673282,http://m.stm.info/fr/horaires/arrets/61573/bus,0,,2
100089,61578,Fairview / Brunswick,45.462679,-73.837396,http://m.stm.info/fr/horaires/arrets/61578/bus,0,,2
100092,61579,Rosemont / Chambord,45.537208,-73.592789,http://m.stm.info/fr/horaires/arrets/61579/bus,0,,1
100094,61581,Gare Pointe-aux-Trembles,45.675776,-73.502961,http://m.stm.info/fr/horaires/arrets/61581/bus,0,,1
100095,61582,Gare Pointe-aux-Trembles,45.673675,-73.503467,http://m.stm.info/fr/horaires/arrets/61582/bus,0,,1
100096,61583,Pie-IX / Ontario,45.550271,-73.541508,http://m.stm.info/fr/horaires/arrets/61583/bus,0,,1
100099,61584,Saint-Rémi / Cabot,45.464944,-73.587494,http://m.stm.info/fr/horaires/arrets/61584/bus,0,,1
100100,61585,Saint-Rémi / Cabot,45.464878,-73.587306,http://m.stm.info/fr/horaires/arrets/61585/bus,0,,1
100101,61586,des Sciences / Ray-Lawson,45.616438,-73.560448,http://m.stm.info/fr/horaires/arrets/61586/bus,0,,1
100102,61587,Maurice-Duplessis / Lacordaire,45.611895,-73.625051,http://m.stm.info/fr/horaires/arrets/61587/bus,0,,1
100103,61588,Viau / Hochelaga,45.561273,-73.54202,http://m.stm.info/fr/horaires/arrets/61588/bus,0,,1
100104,61589,Viau / de Rouen,45.560349,-73.539184,http://m.stm.info/fr/horaires/arrets/61589/bus,0,,1
100105,61590,Viau / Ontario,45.559199,-73.535675,http://m.stm.info/fr/horaires/arrets/61590/bus,0,,1
100106,61591,Viau / La Fontaine,45.558515,-73.533634,http://m.stm.info/fr/horaires/arrets/61591/bus,0,,1
100107,61592,Viau / Adam,45.557884,-73.531706,http://m.stm.info/fr/horaires/arrets/61592/bus,0,,1
100108,61593,Viau / Sainte-Catherine,45.557329,-73.529969,http://m.stm.info/fr/horaires/arrets/61593/bus,0,,1
100109,61594,Upper-Lachine / Harvard,45.468509,-73.610288,http://m.stm.info/fr/horaires/arrets/61594/bus,0,,1
100110,61595,Papineau / Lecocq,45.561596,-73.638299,http://m.stm.info/fr/horaires/arrets/61595/bus,0,,1
100111,61596,des Galeries d'Anjou / Bombardier,45.606159,-73.584917,http://m.stm.info/fr/horaires/arrets/61596/bus,0,,1
100115,61601,Transcanadienne / No 18101,45.446474,-73.872125,http://m.stm.info/fr/horaires/arrets/61601/bus,0,,2
100117,61603,Upper-Lachine / Oxford,45.469362,-73.609142,http://m.stm.info/fr/horaires/arrets/61603/bus,0,,1
100118,61604,Angrignon / Saint-Patrick,45.451108,-73.62368,http://m.stm.info/fr/horaires/arrets/61604/bus,0,,1
100121,61605,Gare Rivière-des-Prairies,45.661934,-73.538434,http://m.stm.info/fr/horaires/arrets/61605/bus,0,,1
100122,61606,Gare Rivière-des-Prairies,45.661793,-73.538238,http://m.stm.info/fr/horaires/arrets/61606/bus,0,,1
100125,61611,Station Berri-UQAM (1621 rue Berri),45.515988,-73.5623,http://m.stm.info/fr/horaires/arrets/61611/bus,0,,1
100127,61617,William-Tremblay / André-Laurendeau,45.543337,-73.564094,http://m.stm.info/fr/horaires/arrets/61617/bus,0,,1
100128,61618,Sherbrooke / Préfontaine,45.543312,-73.557498,http://m.stm.info/fr/horaires/arrets/61618/bus,0,,1
100129,61619,Station Préfontaine (Édicule Sud),45.541962,-73.554292,http://m.stm.info/fr/horaires/arrets/61619/bus,0,,1
100130,61620,Hochelaga / Dézéry,45.542778,-73.553794,http://m.stm.info/fr/horaires/arrets/61620/bus,0,,1
100131,61621,Saint-Germain / Sherbrooke,45.54456,-73.55643,http://m.stm.info/fr/horaires/arrets/61621/bus,0,,1
100135,61624,de Louisbourg / Ranger,45.525255,-73.710434,http://m.stm.info/fr/horaires/arrets/61624/bus,0,,1
100136,61625,Boucle Thimens,45.501661,-73.707814,http://m.stm.info/fr/horaires/arrets/61625/bus,0,,1
100137,61626,Aéroport international Pierre-Eliott-Trudeau,45.456847,-73.751615,http://m.stm.info/fr/horaires/arrets/61626/bus,0,,2
100138,61627,Jarry / de Bordeaux,45.555144,-73.617419,http://m.stm.info/fr/horaires/arrets/61627/bus,0,,1
100139,61628,Station Amos,45.594772,-73.641459,http://m.stm.info/fr/horaires/arrets/61628/bus,0,,1
100143,61629,Gare Bois-Franc (Laurentien/No 11800),45.523594,-73.709974,http://m.stm.info/fr/horaires/arrets/61629/bus,0,,1
100144,61630,Cavendish / des Outardes,45.511062,-73.718818,http://m.stm.info/fr/horaires/arrets/61630/bus,0,,1
100145,61631,Cavendish / Ernest-Hemingway,45.508133,-73.716025,http://m.stm.info/fr/horaires/arrets/61631/bus,0,,1
100146,61632,Cavendish / Poirier,45.505425,-73.71167,http://m.stm.info/fr/horaires/arrets/61632/bus,0,,1
100147,61633,Cavendish / Poirier,45.506263,-73.712577,http://m.stm.info/fr/horaires/arrets/61633/bus,0,,1
100148,61634,Cavendish / Ernest-Hemingway,45.508047,-73.715444,http://m.stm.info/fr/horaires/arrets/61634/bus,0,,1
100149,61635,Cavendish / des Outardes,45.510817,-73.718553,http://m.stm.info/fr/horaires/arrets/61635/bus,0,,1
100150,61657,du Beaver Hall / Viger,45.50196,-73.563397,http://m.stm.info/fr/horaires/arrets/61657/bus,0,,2
100152,61659,Saint-Antoine / Robert-Bourassa,45.499436,-73.563871,http://m.stm.info/fr/horaires/arrets/61659/bus,0,,2
100153,61660,Terminus Angrignon,45.446423,-73.602744,http://m.stm.info/fr/horaires/arrets/61660/bus,0,,1
100156,61638,Maurice-Duplessis / Saint-Jean-Baptiste,45.659527,-73.54139,http://m.stm.info/fr/horaires/arrets/61638/bus,0,,1
100158,61640,Notre-Dame / Gadbois,45.468091,-73.596907,http://m.stm.info/fr/horaires/arrets/61640/bus,0,,2
100159,61641,École James-Lyng (Notre-Dame / de Carillon),45.468311,-73.596731,http://m.stm.info/fr/horaires/arrets/61641/bus,0,,2
100162,61643,Couture / Léonard,45.604042,-73.599359,http://m.stm.info/fr/horaires/arrets/61643/bus,0,,1
100163,61644,Couture / Léonard,45.604498,-73.598815,http://m.stm.info/fr/horaires/arrets/61644/bus,0,,1
100164,61647,Gare du Canal (Saint-Joseph / Victoria),45.438592,-73.656425,http://m.stm.info/fr/horaires/arrets/61647/bus,0,,1
100165,61648,Gare du Canal (Saint-Joseph / Victoria),45.438725,-73.656361,http://m.stm.info/fr/horaires/arrets/61648/bus,0,,1
100167,61651,Station LaSalle (Caisse / de Rushbrooke),45.470687,-73.566017,http://m.stm.info/fr/horaires/arrets/61651/bus,0,,1
100168,61652,Saint-Martin / Vanier,45.612892,-73.663083,http://m.stm.info/fr/horaires/arrets/61652/bus,0,,2
100169,61653,Station Rosemont,45.531182,-73.597503,http://m.stm.info/fr/horaires/arrets/61653/bus,0,,1
100170,61654,Station Côte-Vertu,45.514206,-73.683564,http://m.stm.info/fr/horaires/arrets/61654/bus,0,,2
100171,61655,Atwater / Saint-Jacques,45.484024,-73.579844,http://m.stm.info/fr/horaires/arrets/61655/bus,0,,1
100172,61656,De Maisonneuve / Amherst,45.518244,-73.558532,http://m.stm.info/fr/horaires/arrets/61656/bus,0,,1
100177,61661,Kieran / Douglas-B.-Floreani,45.496456,-73.762482,http://m.stm.info/fr/horaires/arrets/61661/bus,0,,2
100178,61662,Station Angrignon (des Trinitaires / Lamont),45.446593,-73.601897,http://m.stm.info/fr/horaires/arrets/61662/bus,0,,2
100180,61663,Côte-Sainte-Catherine / du Mont-Royal,45.516116,-73.5909,http://m.stm.info/fr/horaires/arrets/61663/bus,0,,2
100181,61664,Saint-Joseph / du Parc,45.519252,-73.594046,http://m.stm.info/fr/horaires/arrets/61664/bus,0,,2
100182,61665,Station Mont-Royal (Berri / du Mont-Royal),45.524644,-73.581394,http://m.stm.info/fr/horaires/arrets/61665/bus,0,,2
100183,61666,Station Snowdon (Queen-Mary / Circle),45.485476,-73.627472,http://m.stm.info/fr/horaires/arrets/61666/bus,0,,2
100184,61667,Saint-Joseph / du Parc,45.519114,-73.594462,http://m.stm.info/fr/horaires/arrets/61667/bus,0,,2
100186,61668,Gare Rivière-des-Prairies,45.661357,-73.538366,http://m.stm.info/fr/horaires/arrets/61668/bus,0,,2
100187,61669,Carrefour giratoire / René-Lévesque,45.466062,-73.545025,http://m.stm.info/fr/horaires/arrets/61669/bus,0,,2
100188,61670,de l'Île-des-Soeurs / de la Grande-Allée,45.463583,-73.545803,http://m.stm.info/fr/horaires/arrets/61670/bus,0,,2
100189,61671,René-Lévesque / Levert,45.468265,-73.535824,http://m.stm.info/fr/horaires/arrets/61671/bus,0,,2
100190,61672,du Commerce / Levert,45.467761,-73.538477,http://m.stm.info/fr/horaires/arrets/61672/bus,0,,2
100191,61673,du Commerce / Levert,45.468494,-73.539073,http://m.stm.info/fr/horaires/arrets/61673/bus,0,,2
100192,61674,du Commerce / No 40,45.467991,-73.544291,http://m.stm.info/fr/horaires/arrets/61674/bus,0,,2
100193,61675,Marguerite-Bourgeoys / des Passereaux,45.46099,-73.548201,http://m.stm.info/fr/horaires/arrets/61675/bus,0,,2
100194,61676,de l'Île-des-Soeurs / Parc de la Fontaine,45.463287,-73.545501,http://m.stm.info/fr/horaires/arrets/61676/bus,0,,2
100195,61677,de l'Île-des-Soeurs / École des Marguerite,45.464338,-73.544752,http://m.stm.info/fr/horaires/arrets/61677/bus,0,,2
100197,61679,de l'Assomption / No 5105,45.572018,-73.555378,http://m.stm.info/fr/horaires/arrets/61679/bus,0,,2
100198,61680,de l'Assomption / No 5150,45.571955,-73.55577,http://m.stm.info/fr/horaires/arrets/61680/bus,0,,2
100199,61681,Jean-Bourdon / Louis-Jadon,45.525307,-73.730027,http://m.stm.info/fr/horaires/arrets/61681/bus,0,,2
100200,61682,Jean-Bourdon / de Beauséjour,45.523705,-73.732358,http://m.stm.info/fr/horaires/arrets/61682/bus,0,,2
100201,61683,Stuart-Graham / Rodolphe-Pagé,45.45136,-73.758202,http://m.stm.info/fr/horaires/arrets/61683/bus,0,,2
100202,61684,Stuart-Graham / Rodolphe-Pagé,45.451348,-73.758337,http://m.stm.info/fr/horaires/arrets/61684/bus,0,,2
100203,61685,Stuart-Graham / Rodolphe-Pagé,45.451193,-73.75814,http://m.stm.info/fr/horaires/arrets/61685/bus,0,,2
100205,61688,Stuart-Graham / Rodolphe-Pagé,45.451173,-73.758285,http://m.stm.info/fr/horaires/arrets/61688/bus,0,,2
100207,61690,Gare Rivière-des-Prairies,45.662047,-73.538243,http://m.stm.info/fr/horaires/arrets/61690/bus,0,,2
100208,61691,Gare Rivière-des-Prairies,45.662172,-73.538059,http://m.stm.info/fr/horaires/arrets/61691/bus,0,,2
100209,61692,Station Cadillac (Sherbrooke / De Cadillac),45.576995,-73.54643,http://m.stm.info/fr/horaires/arrets/61692/bus,0,,1
100210,61693,Woodland / de Verdun,45.452473,-73.572737,http://m.stm.info/fr/horaires/arrets/61693/bus,0,,1
100211,61694,de la Montagne / des Canadiens-de-Montréal,45.495832,-73.570657,http://m.stm.info/fr/horaires/arrets/61694/bus,0,,2
100212,61695,Beurling / Rolland,45.445968,-73.584311,http://m.stm.info/fr/horaires/arrets/61695/bus,0,,1
100214,61696,Henri-Duhamel / de Verdun,45.472334,-73.57011,http://m.stm.info/fr/horaires/arrets/61696/bus,0,,2
100215,61697,Saint-Joseph / Molson,45.542833,-73.572483,http://m.stm.info/fr/horaires/arrets/61697/bus,0,,1
100216,61698,Masson / Molson,45.544397,-73.577038,http://m.stm.info/fr/horaires/arrets/61698/bus,0,,1
100218,61699,Salley / Tittley,45.424319,-73.627494,http://m.stm.info/fr/horaires/arrets/61699/bus,0,,1
100220,61701,Pie-IX / Ontario,45.550581,-73.541754,http://m.stm.info/fr/horaires/arrets/61701/bus,0,,1
100222,61707,Sauvé / Papineau,45.566052,-73.647462,http://m.stm.info/fr/horaires/arrets/61707/bus,0,,1
100223,61708,32e Avenue / Joseph-Dubreuil,45.464971,-73.7119,http://m.stm.info/fr/horaires/arrets/61708/bus,0,,1
100225,61710,32e Avenue / No 2111,45.462936,-73.709334,http://m.stm.info/fr/horaires/arrets/61710/bus,0,,1
100226,61711,Dollard / No 2695,45.438052,-73.642824,http://m.stm.info/fr/horaires/arrets/61711/bus,0,,1
100232,61717,Maurice-Duplessis / 71e Avenue,45.654337,-73.553455,http://m.stm.info/fr/horaires/arrets/61717/bus,0,,1
100233,61718,6e Rue / 70e Avenue,45.654446,-73.55428,http://m.stm.info/fr/horaires/arrets/61718/bus,0,,1
100234,61719,Saint-Joseph / Rivard,45.526871,-73.587162,http://m.stm.info/fr/horaires/arrets/61719/bus,0,,1
100236,61721,Gare Saint-Léonard-Montréal-Nord,45.601824,-73.614997,http://m.stm.info/fr/horaires/arrets/61721/bus,0,,1
100237,61723,Papineau / Charland,45.564347,-73.644704,http://m.stm.info/fr/horaires/arrets/61723/bus,0,,1
100238,61724,Sherbrooke / 81e Avenue,45.689714,-73.498131,http://m.stm.info/fr/horaires/arrets/61724/bus,0,,2
100239,61725,Sainte-Anne / Perrault,45.4027,-73.945315,http://m.stm.info/fr/horaires/arrets/61725/bus,0,,2
100241,61726,Ontario / Saint-Dominique,45.512032,-73.566413,http://m.stm.info/fr/horaires/arrets/61726/bus,0,,2
100242,61727,Henri-Bourassa / Henri-Bourassa,45.517873,-73.715359,http://m.stm.info/fr/horaires/arrets/61727/bus,0,,1
100323,50101,Louis-Hippolyte-La Fontaine / Curatteau,45.594058,-73.542634,http://m.stm.info/fr/horaires/arrets/50101/bus,0,,1
100360,50102,Saint-Jacques / No 6640,45.460511,-73.625831,http://m.stm.info/fr/horaires/arrets/50102/bus,0,,1
100370,50103,Saint-Jacques / No 6710,45.458946,-73.626973,http://m.stm.info/fr/horaires/arrets/50103/bus,0,,1
